,author,statement,source,target
2030,Ciara O'Rourke,"['cnn', 'putting', 'black', 'guy', 'head', 'lily', 'white', 'dude', 'push', 'agenda']",Viral image,false
2031,Samantha Putterman,"['says', 'target', 'ended', 'heroes', 'helpers', 'program', 'pairs', 'children', 'police', 'officers', 'holiday', 'shopping', 'trips']",Facebook posts,false
2032,Lawrence Andrea,"['says', 'milwaukee', 'police', 'protecting', 'sex', ""offender's"", 'house', 'snuck', 'children', 'mother', 'tracked', 'missing', 'daughter', 'address']",Facebook posts,false
2033,Tom Kertscher,"['study', 'cdc', 'proves', 'face', 'masks', 'prevent', 'spread', 'virus']",Facebook posts,false
2034,Louis Jacobson,"['absentee', 'voting', 'different', 'mail-in', 'voting', 'protections', 'fraud']",Donald Trump,false
2035,Ciara O'Rourke,"['says', 'herman', 'cain', 'died', 'cancer', 'covid', '19']",Facebook posts,false
2036,Ciara O'Rourke,"['says', 'george', 'floyd', 'appeared', 'judge', 'judy']",Viral image,false
2037,Noah Y.,"['first', 'statue', 'liberty', 'given', 'u', 'france', 'black', 'woman', 'u', 'rejected']",Viral image,false
2038,Bill McCarthy,"['mississippi', 'got', '10,145', 'warrants', 'unemployment', 'fraud']",Facebook posts,barely-true
2039,Tom Kertscher,"['florida', 'five', 'times', 'better', 'new', 'jersey', 'new', 'york', 'covid', '19', 'deaths', 'per', 'million', 'people']",Facebook posts,barely-true
2040,Miriam Valverde,"['right', 'we', '4', '%', 'behind', 'census', 'response', 'rate', 'we', '2010', 'black', 'latino', 'native', 'american', 'communities', 'behind', '10', '%']",Stacey Abrams,half-true
2041,Ciara O'Rourke,"['says', 'donald', 'trump', 'caught', 'hot', 'mic', 'insulting', 'supporters']",Viral image,pants-fire
2042,Samantha Putterman,"['says', 'actor', 'kurt', 'russell', 'said', 'police']",Facebook posts,false
2043,Ciara O'Rourke,"['common', 'cold', 'cause', 'positive', 'covid', '19', 'test']",Viral image,false
2044,Samantha Putterman,"['says', 'tom', 'hanks', 'name', 'jeffrey', 'epstein', 'flight', 'logs']",Facebook posts,pants-fire
2045,Emily Venezky,"['america', 'country', 'ended', 'slavery']",Facebook posts,false
2046,Haley BeMiller,"['say', 'wisconsin', 'republican', 'lawmakers', 'done', 'nothing', 'neighboring', 'states', 'like', 'minnesota', 'illinois', 'michigan', 'already', 'implemented', 'safety', 'precautions', 'like', 'requiring', 'individuals', 'wear', 'masks']",Wisconsin state Senate Democrats,mostly-true
2047,Eric Litke,"['says', 'he', 'opposes', 'statewide', 'mask', 'order', 'would', 'require', 'wear', 'mask', 'house', 'walking', 'dog']",Van Wanggaard,false
2048,Daniel Funke,"['patch', 'law', 'enforcement', 'officers', 'portland', 'zti', 'solutions', 'private', 'contractor']",Facebook posts,false
2049,Ciara O'Rourke,"['photos', 'show', 'portland', 'ore', 'protests']",Viral image,pants-fire
2050,Ciara O'Rourke,"['nfl', 'agreed', 'give', 'domestic', 'terror', 'group', 'blm', '250', 'million', 'dollars']",Facebook posts,false
2051,Tom Kertscher,"['black', 'lives', 'matter', 'terrorist', 'organization']",Facebook posts,false
2052,Samantha Putterman,"['longest', 'filibuster', 'u', 'history', '75', 'days', 'took', 'place', '1964', 'democrats', 'tried', 'block', 'civil', 'rights', 'act']",Facebook posts,barely-true
2053,Ciara O'Rourke,"['photo', 'shows', 'portland', 'protesters', 'pointing', 'lasers', 'federal', 'officers']",Viral image,false
2054,Madeline Heim,"['says', 'wearing', 'masks', 'proven', 'ineffective']",Michael Schraa,false
2055,Ciara O'Rourke,"['if', 'worked', 'covid', '19', 'pandemic', 'department', 'labor', 'finally', 'authorized', '$', '4,800', 'hazard', 'pay', 'qualified', 'essential', 'workers']",Facebook posts,pants-fire
2056,Ciara O'Rourke,"['spongebob', 'license', 'address', 'jeffrey', 'epstein', 'private', 'island']",Viral image,false
2057,Ciara O'Rourke,"['joe', 'biden', 'takes', 'knee', 'spotting', 'american', 'flag', 'near', 'childhood', 'home', 'pennsylvania']",Viral image,false
2058,Tom Kertscher,"['american', 'coronavirus', 'vaccine', 'killed', 'five', 'ukrainians']",Facebook posts,false
2059,Madlin Mekelburg,"['says', '1', '5', 'texans', 'health', 'insurance', 'coverage', 'pandemic', 'nearly', '1', '3', 'texans', 'age', '65', 'access', 'health', 'care', 'insurance']",M.J. Hegar,true
2060,Ciara O'Rourke,"['hurricane', 'hanna', 'hitting', 'texas', 'blown', 'part', 'border', 'wall']",Viral image,false
2061,Daniel Funke,"['portland', 'goon', 'squads', 'blackwater', 'contractors', 'federal', 'officers']",Facebook posts,false
2062,Patrick Orsagos,"['west', 'virginia', 'state', 'oldest', 'population']",Jim Justice,half-true
2063,Louis Jacobson,"['say', 'according', 'los', 'angeles', 'times', '95', '%', 'warrants', 'murder', 'los', 'angeles', 'illegal', 'aliens', 'two-thirds', 'births', 'los', 'angeles', 'county', 'illegal', 'alien', 'mexicans', 'medicaid', 'nearly', '60', '%', 'occupants', 'hud', 'properties', 'illegal', 'nancy', 'pelosi', 'wants', 'put', 'windfall', 'tax', 'retirement', 'fund', 'profits']",Facebook posts,pants-fire
2064,Samantha Putterman,"['says', 'nih', '15', 'years', 'ago', 'published', 'study', 'chloroquine', 'effective', 'covid', '1']",Facebook posts,false
2065,Warren Fiske,"['@mark', 'warner', 'party', 'bosses', 'calling', 'defund', 'police', '...']",Daniel Gade,false
2066,Ciara O'Rourke,"['photo', 'shows', 'huge', 'charter', 'busses', 'black', 'lives', 'matter', 'bought', 'transport', 'members', 'riots']",Viral image,pants-fire
2067,Tom Kertscher,"['walmart', 'pledged', '$', '100', 'million', 'black', 'lives', 'matter']",Facebook posts,false
2068,Chris Nichols,"['social', 'media', 'posts', 'claim', 'u', 'postal', 'service', 'says', 'give', 'mail', 'ballots', 'least', '14', 'days', 'roundtrip', 'if', 'plan', 'vote', 'mail', 'election', 'day', 'november', '3', 'october', '20th']",Facebook posts,half-true
2069,Tom Kertscher,"['says', 'joe', 'biden', 'formally', 'listed', 'criminal', 'suspect', 'ukraine', 'case', 'involving', 'son']",Viral image,false
2070,Daniel Funke,"['virus', 'cure', 'called', 'hydroxychloroquine', 'zinc', 'zithromax', 'know', 'people', 'want', 'talk', 'mask', 'hello', 'need', 'mask', 'cure']",Stella Immanuel,false
2071,Jon Greenberg,"['mcdonald', 'makes', 'sign', 'noncompete', 'contracts', 'cannot', 'go', 'across', 'town', 'try', 'get', 'job', 'burger', 'king']",Joe Biden,false
2072,Samantha Putterman,"['says', 'mark', ""zuckerberg's"", 'real', 'name', 'jacob', 'greenberg', 'he', 'grandson', 'billionaire', 'david', 'rockefeller']",Facebook posts,pants-fire
2073,Stephanie Stapleton,"['home', 'health', 'workers', 'low', 'pay', 'limited', 'benefits', '40', '%', 'still', 'snap', 'medicaid']",Joe Biden,true
2074,Sophie Austin,"['u', 'presidents', 'elected', 'donald', 'trump', 'racist']",Joe Biden,false
2075,Tom Kertscher,"['cdc', 'said', 'made', 'mistake', 'reduced', 'count', 'florida', 'covid', '19', 'cases', '90,000', '11,000']",Viral image,false
2076,Patrick Orsagos,"['leadership', '@wvgovernor', 'justice', 'west', 'virginia', 'highest', 'rate', 'covid', '19', 'spread', 'person', 'person', 'state']",West Virginia Democratic Party,half-true
2077,Bill McCarthy,"['trump', 'administration', 'zero', 'unfulfilled', 'equipment', 'supply', 'requests', 'state', 'governors']",Sean Hannity,false
2078,Samantha Putterman,"['quotes', 'tom', 'brady', 'saying', 'if', 'anyone', 'team', 'kneels', 'quit']",Tweets,pants-fire
2079,Madison Czopek,"['michigan', 'house', 'passes', 'bill', 'voluntarily', 'begin', 'placing', 'human', 'implantable', 'microchips', 'bodies', 'state', 'government', 'employees']",Facebook posts,barely-true
2080,Paul Specht,"['says', 'sen', 'thom', 'tillis', 'think', 'restaurant', 'workers', 'wash', 'hands']",Majority Forward,false
2081,Clara Hendrickson,"['says', 'gov', 'gretchen', 'whitmer', 'defunded', 'michigan', 'state', 'police', 'prisons']",Great Lakes News,false
2082,Samantha Putterman,"['already', '10,000', 'businesses', 'likely', 'open', 'significant', 'number', 'small', 'businesses', 'minority', 'businesses']",Joe Biden,mostly-true
2083,Louis Jacobson,"[""we're"", 'setting', 'record', 'job', 'numbers']",Donald Trump,barely-true
2084,Lawrence Andrea,"['ppp', 'average', 'probably', 'provided', 'grant', 'around', '$', '11,000', 'per', 'employee']",Ron Johnson,mostly-true
2085,Ciara O'Rourke,"['kroger', 'stores', 'charging', 'blm', 'charge']",Viral image,pants-fire
2086,Ciara O'Rourke,"['quotes', 'anthony', 'fauci', 'writing', 'reject', 'notion', 'virus', 'we', 'get', 'eventually', 'careless', 'lazy', 'heartless', 'stance']",Facebook posts,false
2087,Patrick Orsagos,"['united', 'nations', 'new', 'world', 'order', 'agenda', 'create', 'one', 'world', 'government', 'one', 'world', 'military', 'end', 'national', 'sovereignty']",Viral image,false
2088,Jessica Calefati,"['murders', 'year', 'spiked', '27', '%', 'philadelphia']",Donald Trump,true
2089,Caleb McCullough,"['estate', 'tax', 'would', 'punish', 'family', 'farms', 'small', 'businesses', 'forcing', 'sold', 'instead', 'passed', 'next', 'generation']",National Republican Senatorial Committee,barely-true
2090,Emily Venezky,"['quotes', 'joe', 'biden', 'saying', 'we', 'need', 'teach', 'our', 'children', 'islamic', 'faith', 'our', 'schools']",Facebook posts,false
2091,Miriam Valverde,"['says', 'president', 'donald', 'trump', 'still', 'yet', 'say', 'anything', 'president', 'united', 'states', 'bounties', 'american', 'troops']",Hillary Clinton,barely-true
2092,• July,"['tea', 'allowing', 'online', 'learning', 'attendance', 'stipulations', 'fund', 'school', 'districts', 'if', 'open', 'schools', '...', 'if', 'schools', 'open', 'funded', 'teachers', 'school']",Facebook posts,half-true
2093,Ciara O'Rourke,"['says', 'tom', 'hanks', 'arrested', 'australia', 'pedophilia']",Facebook posts,pants-fire
2094,Tom Kertscher,"['two', 'stamps', 'needed', 'mail-in', 'ballots']",Facebook posts,half-true
2095,Samantha Putterman,"['bank', 'america', 'pledged', '$', '1', 'billion', 'dollars', 'black', 'lives', 'matter']",Facebook posts,false
2096,Daniel Funke,"['teachers', 'number', 'one', 'occupation', 'antifa', 'terrorist', 'organization', 'according', 'fbi']",Facebook posts,pants-fire
2097,Madeline Heim,"['taxpayers', 'spent', '$', '70,000', '000', 'develop', 'drug', 'remdesivir']",Public Citizen,true
2098,Louis Jacobson,"['way', 'back', 'january', 'warned', 'president', 'trump', 'pandemic', 'coming', 'talked', 'we', 'needed']",Joe Biden,mostly-true
2099,Emily Venezky,"['quotes', 'president', 'donald', 'trump', 'saying', 'everybody', 'says', 'done', 'tremendous', 'job', 'covid', '…', 'think', 'little', 'gratitude', 'would', 'nice', 'maybe', 'big', 'thank', 'mr', 'president', 'called']",Facebook posts,false
2100,Samantha Putterman,"['businesses', 'refuse', 'legal', 'tender', 'fined', 'sued']",Facebook posts,half-true
2101,Ciara O'Rourke,"['new', 'york', 'times', 'published', 'tucker', 'carlson', 'home', 'address', 'location']",Facebook posts,false
2102,Ciara O'Rourke,"['says', 'joe', 'biden', 'said', 'we', 'need', 'n', 'bigshots']",Viral image,false
2103,Tom Kertscher,"['says', 'barack', 'obama', 'signed', 'law', 'authorizing', 'federal', 'agents', 'snatch', 'protesters', 'streets', 'portland', 'ore']",Viral image,false
2104,Clara Hendrickson,"['says', 'john', 'james', 'wants', 'allow', 'insurance', 'companies', 'discriminate', 'people', 'preexisting', 'conditions']",AFSCME,barely-true
2105,Madeline Heim,"['average', 'family', 'america', 'forks', 'hard-earned', 'income', 'local', 'hospital', 'irs']",Mike Gallagher,true
2106,Daniel Funke,"['since', 'trump', 'labeled', 'antifa', 'terrorist', 'organization', 'rights', 'stripped', 'patriot', 'act', 'states', 'if', 'someone', 'labeled', 'terrorist', 'afforded', 'due', 'process']",Instagram posts,false
2107,Jessica Calefati,"['says', 'joe', 'biden', 'proposed', 'killing', '600,000', 'jobs', 'supported', 'fracking']",Mike Kelly,false
2108,Warren Fiske,"['alexandria', 'ocasio-cortez', 'votes', 'president', 'trump', 'abigail', 'spanberger']",Nick Freitas,half-true
2109,Tom Kertscher,"['nine', 'antifa', 'members', 'arrested', 'portland', 'ore']",Viral image,false
2110,Ciara O'Rourke,"['12', 'white', 'female', 'bodies', 'garage', 'freezer', 'tagged', 'black', 'lives', 'matter']",Bloggers,pants-fire
2111,Samantha Putterman,"['fbi', 'uncovered', '256', 'texts', 'adam', 'schiff', 'jeffrey', 'epstein']",Facebook posts,pants-fire
2112,Ciara O'Rourke,"['photo', 'shows', 'lynn', 'rothschild', 'eating', 'babies', 'decor']",Tweets,pants-fire
2113,Louis Jacobson,"['we', 'one', 'lowest', 'mortality', 'rates', 'world', 'covid', '19']",Donald Trump,false
2114,Samantha Putterman,"['says', 'president', 'donald', 'trump', 'tweeted', 'south', 'dakota', 'needs', 'keep', 'border', 'california', 'closed']",Facebook posts,pants-fire
2115,Nusaiba Mizan,"['says', 'joe', 'biden', 'said', '150', 'million', 'americans', 'died', 'guns', 'another', '120', 'million', 'covid', '19']",Facebook posts,mostly-true
2116,Ciara O'Rourke,"['says', 'donald', 'trump', 'tweeted', 'confederate', 'flag', 'symbol', 'love', 'plantations', 'kept', 'black', 'people', 'employed', 'gave', 'free', 'food', 'housing', 'black', 'unemployment', 'low', 'back', 'like', 'president']",Viral image,pants-fire
2117,Ciara O'Rourke,"['old', 'c-span', 'footage', 'joe', 'biden', 'introducing', 'man', 'blackface']",YouTube videos,false
2118,Ciara O'Rourke,"['wayfair', 'ceo', 'steps']",Viral image,false
2119,Jill Terreri,"['opening', 'schools', 'local', 'determination', 'state', 'determination']",Tom Reed,false
2120,Ciara O'Rourke,"['photo', 'shows', 'chuck', 'schumer', 'kissing', 'child', 'epstein', 'island']",Viral image,false
2121,Paul Specht,"['cal', 'cunningham', 'criticized', 'paycheck', 'protection', 'program', 'company', 'benefitted']",Thom Tillis,half-true
2122,Jon Greenberg,"['joe', 'biden', 'wants', 'end', 'school', 'choice']",Donald Trump,barely-true
2123,Sophie Austin,"['says', 'joe', 'biden', 'plans', 'mandate', 'net-zero', 'carbon', 'emissions', 'homes', 'offices', 'new', 'buildings', '2030', 'basically', 'means', 'windows', 'nothing']",Donald Trump,false
2124,Bill McCarthy,"['homicides', 'intraracial', 'look', 'white-on-white', 'crime', '84', '%', 'right', 'homicides', 'white', 'people', 'kill', 'white', 'people']",Sunny Hostin,true
2125,D.L. Davis,"['our', 'country', 'constitution', 'built', 'foundational', 'separation', 'church', 'state']",Mark Pocan,mostly-true
2126,Lawrence Andrea,"['says', 'wisconsin', 'republicans', 'pushed', 'long', 'lines', 'polls', 'open', 'one', 'day']",Democratic Party of Wisconsin,barely-true
2127,Miriam Valverde,"['joe', 'biden', 'policy', 'immigrants', 'country', 'illegally', 'get', 'welfare', 'benefits', 'united', 'states', 'citizens', 'get', ""they're"", 'looking', 'give', 'illegal', 'immigrants']",Donald Trump,false
2128,Louis Jacobson,"['joe', 'biden-bernie', 'sanders', 'unity', 'policy', 'document', 'shows', 'want', 'abolish', 'our', 'police', 'departments', 'want', 'abolish', 'our', 'prisons', 'guess']",Donald Trump,pants-fire
2129,Ciara O'Rourke,"['must', 'apply', 'get', 'second', 'stimulus', 'check', 'already', 'filed', 'mine', 'receiving', '$', '2,000', 'month', 'rest', 'year']",Facebook posts,pants-fire
2130,Ciara O'Rourke,"['books', 'removed', 'classrooms', 'minnesota', 'middle', 'school', 'administrators', 'claim', 'books', 'cannot', 'cleaned']",Viral image,false
2131,Ciara O'Rourke,"['photo', 'shows', 'dr', 'fauci', 'melinda', 'gates', 'barack', 'obama', 'wuhan', 'lab', '2015']",Viral image,pants-fire
2132,Emily Venezky,"['new', 'study', 'flu', 'vaccine', 'significantly', 'associated', 'increased', 'risk', 'coronavirus']",Facebook posts,false
2133,Tom Kertscher,"['wrong', 'covid', '19', 'case', 'count', 'orlando', 'health', 'explains', 'outbreak', 'florida']",Facebook posts,false
2134,Eric Litke,"['marquette', 'university', 'threatened', 'rescind', 'student', 'admission', 'pro-trump', 'tiktok', 'video']",Donald Trump Jr.,barely-true
2135,Lyle Muller,"['kids', 'less', 'likely', 'get', 'covid', '19', 'know', 'less', 'likely', 'spread', 'think', 'pretty', 'good', 'data', 'help', 'alleviate', 'concerns']",Kim Reynolds,mostly-true
2136,Samantha Putterman,"['says', 'betsy', 'devos', 'said', '0.02', '%', 'kids', 'likely', 'die', 'go', 'back', 'school']",Facebook posts,pants-fire
2137,Samantha Putterman,"['says', 'leader', 'blackfeet', 'nation', 'tribe', 'designed', 'current', 'washington', 'redskins', 'logo', 'said', 'made', 'us', 'proud', 'indian', 'big-time', 'team']",Facebook posts,mostly-true
2138,Ciara O'Rourke,"['says', 'fema', 'giving', 'essential', 'workers', '$', '1,000']",Facebook posts,pants-fire
2139,Chris Nichols,"['supreme', 'court', 'ruled', 'today', 'voting', 'mail']",Facebook posts,false
2140,Louis Jacobson,"['56', 'coronavirus', 'deaths', 'day', 'enough', 'collapse', 'world', 'economy', 'even', 'though', 'thousands', 'people', 'die', 'daily', 'tuberculosis', 'hepatitis', 'b', 'diseases']",Facebook posts,pants-fire
2141,Tom Kertscher,"['country', 'second', 'wave', 'covid', '19', 'trying', 'unseat', 'president', 'november']",Facebook posts,false
2142,Julie Rovner,"['first', 'statute', 'already', 'hipaa', 'preexisting', 'conditions', 'covered']",Alex Azar,barely-true
2143,Ciara O'Rourke,"['photo', 'shows', 'wayfair', 'president', 'operations', 'bill', 'hutcherson', 'ghislaine', 'maxwell']",Viral image,pants-fire
2144,Ciara O'Rourke,"['weis', 'food', 'stores', 'longer', 'sell', 'anything', 'american', 'flag', 'employees', 'longer', 'wear', 'anything', 'flag']",Facebook posts,false
2145,Tom Kertscher,"['registered', 'republican', 'allowed', 'vote']",Viral image,false
2146,Haley BeMiller,"['says', 'democratic', 'mayors', ""wisconsin's"", 'largest', 'cities', 'closed', 'voting', 'locations', 'april', 'cause', 'chaos']",Republican Party of Wisconsin,false
2147,Samantha Putterman,"['quotes', 'dr', 'denis', 'mukwege', 'saying', 'he', 'resigned', 'congolese', 'coronavirus', 'response', 'team', 'he', 'ordered', 'fabricate', 'covid', '19', 'case', 'death', 'numbers']",Facebook posts,false
