,author,statement,source,target
1154,Bill McCarthy,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",Laura Ingraham,false
1155,Monique Curet,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves,Facebook posts,pants-fire
1156,Miriam Valverde,"“40 years of research, and no vaccine for HIV. At least 100 years of research and no vaccine for cancer. Ongoing research and no vaccine for the common cold. Now in less than a year, there's a vaccine for COVID-19?”",Facebook posts,barely-true
1157,Eric Litke,"“In Wisconsin, there are approximately 70,000 absentee ballots that do not have matching ballot applications as required by law.”",Donald Trump,pants-fire
1158,Ciara O'Rourke,“Head of Pfizer research: Covid vaccine is female sterilization.”,Bloggers,false
1159,Eric Litke,"The probability of Biden winning in Wisconsin, Georgia, Michigan and Pennsylvania “given President Trump’s early lead ... is less than one in a quadrillion” in each state.",Facebook posts,pants-fire
1160,Samantha Putterman,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,Facebook posts,false
1161,Ciara O'Rourke,The Supreme Court “has decided to take up the Texas case.”,Facebook posts,false
1162,Noah Y.,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden.",Jody Hice,false
1163,Daniel Funke,"""The FDA knows that rushed-to-market COVID-19 vaccines may cause a wide range of life-threatening side effects, including death.""",Bloggers,barely-true
1164,Tom Kertscher,"Says Kelly Loeffler “welcomed the support of a QAnon conspiracy theorist, and she sat down with a white supremacist for an interview.”",Raphael Warnock,half-true
1165,Warren Fiske,"""In Chesterfield (Va.), the Southside precinct is infamous for having over 100% of the vote count…”",Amanda Chase,pants-fire
1166,D.L. Davis,"“Actually, I won Wisconsin.”",Donald Trump,pants-fire
1167,Samantha Putterman,People in Germany saw this electoral map that shows Trump beating Biden with 410 electoral votes before Dominion’s servers were seized.,Facebook posts,pants-fire
1168,Simone Esters,"“The president got the highest percentage of minority votes of any Republican candidate for president in over 100 years.""",Roy Blunt,false
1169,Paul Specht,The National Institutes of Health “states that regular marijuana use can reduce IQ by 8 points.”,David Rouzer,barely-true
1170,Ciara O'Rourke,Says Joe Biden killed a Kelly Loeffler campaign staffer.,Facebook posts,false
1171,Louis Jacobson,"""People have lost faith in the ability of the vaccine to work. Already, the numbers are really staggeringly low.""",Joe Biden,half-true
1172,Madison Czopek,"“The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection.""",Viral image,barely-true
1173,Ciara O'Rourke,Says Kelly Loeffler was wearing a wire during the Georgia Senate debate.,Viral image,pants-fire
1174,Ciara O'Rourke,Photo shows Kelly Loeffler’s house.,Viral image,false
1175,Amy Sherman,“No state in the country verifies United States citizenship as a condition for voting in federal elections.”,Donald Trump,barely-true
1176,Madeline Heim,“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,Duey Stroebel,false
1177,Kiannah Sepeda-Miller,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",JB Pritzker,true
1178,Ciara O'Rourke,"Says George Patton said, “Politicians are the lowest form of life on earth. Liberal Democrats are the lower form of politicians.”",Viral image,false
1179,Clara Hendrickson,"In 10 Michigan precincts, voter turnout reached 100% and in 6 precincts it surpassed 100%",Russell James Ramsland Jr.,pants-fire
1180,Jill Terreri,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”,Rick Scott,false
1181,Ciara O'Rourke,China recovered from COVID-19 “without a vaccine.”,Viral image,false
1182,Eric Litke,The USPS backdated 100K ballots so they could be counted illegally.,Facebook posts,false
1183,Bill McCarthy,Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,Facebook posts,false
1184,Eric Litke,Residents the Wisconsin Election Commission suspected of moving are “illegal voters.”,Donald Trump,false
1185,William Skipworth,"""Beware - George Soros is starting a Fake News site in Missouri”",Liberty Alliance,false
1186,Paul Specht,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,Mandy Cohen,true
1187,D.L. Davis,"""In 2019, Republicans stripped $40 million from the budget for lead pipe replacement - because they thought it helped MKE too much.""",Chris Larson,mostly-true
1188,Noah Y.,"“Gina Haspel, CIA head is dead!”",Tweets,pants-fire
1189,Miriam Valverde,"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",Facebook posts,false
1190,Noah Y.,Says “Hugo Chavez’s family still owns” Dominion Voting Systems.,Facebook posts,false
1191,Ciara O'Rourke,Says “Former President Barack Obama arrested for ESPIONAGE.”,Bloggers,pants-fire
1192,Ciara O'Rourke,Says Joe Biden is wearing a foot boot to hide an ankle monitor.,Facebook posts,pants-fire
1193,Warren Fiske,"“People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.”",Ralph Northam,true
1194,Amy Sherman,A Dominion representative in Gwinnett County improperly downloaded election data to “manipulate the data.”,Facebook posts,pants-fire
1195,Bill McCarthy,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,Bloggers,pants-fire
1196,Louis Jacobson,“The states that are locked down are increasing at twice the rate we are” in Florida,Ron DeSantis,half-true
1197,Miriam Valverde,“Trump margin of ‘defeat’ in 4 states occurred in 4 data dumps between 1:34-6:31 AM. Statistical anomaly? Fraud?”,Rand Paul,pants-fire
1198,Noah Y.,"“Supreme Court Shakes Up 2020 Election, Assigns Conservatives To Swing State Circuit Courts.”",GOP Daily Brief,barely-true
1199,Ciara O'Rourke,Says Joe Biden plagiarized Donald Trump in his Democratic National Convention speech.,Facebook posts,false
1200,Clara Hendrickson,“Detroit actually has the lowest infection rate in the state of Michigan. We’re half of that of the surrounding suburbs.”,Mike Duggan,half-true
1201,Laura Schulte,“Americans are paying the highest price in the world for Remdesivir because the Trump administration is allowing Gilead Sciences to jack up the prices on this #COVID19 treatment.”,Tammy Baldwin,half-true
1202,Tom Kertscher,"Says Raphael Warnock defended the “hatred” of Jeremiah Wright, the pastor who said “not God bless America, God damn America,” and gave Wright “an award for truth telling.”",Kelly Loeffler,barely-true
1203,Ciara O'Rourke,“CNN is now saying that Trump will win!”,Facebook posts,false
1204,Tom Kertscher,"Says her health care plan would ""ensure Americans with preexisting conditions are protected.""",Kelly Loeffler,false
1205,Ciara O'Rourke,Says the Denver Broncos signed Colin Kaepernick.,Viral image,false
1206,Eric Litke,"""THOUSANDS of fake votes found at Wisconsin Recount in Dane County.""",Facebook posts,pants-fire
1207,Brandon Mulder,Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,Greg Abbott,false
1208,Eric Litke,"""Kyle Rittenhouse used his COVID-19 stimulus check to purchase the AR-15 he used in the fatal Kenosha shooting.""",Instagram posts,half-true
1209,Haley BeMiller,"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",Robin Vos,false
1210,Samantha Putterman,Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,Instagram posts,false
1211,Hayat Norimine,Dominion and Smartmatic “have closed up shop” and executives are “on the run.”,Facebook posts,false
1212,Ciara O'Rourke,“Pennsylvania just banned alcohol sales.”,Viral image,barely-true
1213,Ciara O'Rourke,Photo shows “Biden’s inaugural stage being built on the White House North Lawn.”,Viral image,false
1214,Ciara O'Rourke,"Says Donald Trump’s sister tweeted, “My brother Don won this election and will fight this to the very end.”",Viral image,false
1215,Hayat Norimine,Democrats “spent 4 years refusing to acknowledge Trump’s 2016 victory.”,Jody Hice,false
1216,Ciara O'Rourke,North Carolina Gov. Roy Cooper’s “daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.”,Facebook posts,false
1217,Jon Greenberg,"“In certain swing states, there were more votes than people who voted, and in big numbers.”",Donald Trump,pants-fire
1218,Tom Kertscher,Says Jon Ossoff is “a socialist.”,David Perdue,pants-fire
1219,Samantha Putterman,Says George Soros was arrested in Philadelphia for election interference.,Bloggers,pants-fire
1220,Ciara O'Rourke,Photo shows Time magazine cover with Barack Obama that says “Treason.”,Facebook posts,false
1221,Eric Litke,"“Clerks in Milwaukee and Dane Counties colluded to (add) nearly 250,000 individuals to the ‘Indefinitely Confined’ voter list.”",Joe Sanfelippo,false
1222,Samantha Putterman,"“At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",Sidney Powell,false
1223,Louis Jacobson,"In Michigan “we have over-votes in numerous precincts of 150%, 200%, and 300%.”",Rudy Giuliani,pants-fire
1224,Bill McCarthy,"“666,000 teachers have been laid off already since March.""",Joe Biden,barely-true
1225,Eleanor Hildebrandt,"When Donald Trump lost the Iowa caucus to Ted Cruz in 2016, ""he immediately cried that Cruz cheated.”",Tweets,true
1226,Ciara O'Rourke,"Says Donald Trump’s book “The Art of the Deal” advises: “Never admit defeat. You win. If you don’t win, claim they cheated.”",Viral image,pants-fire
1227,Monique Curet,Says “Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate.”,Ron Paul,false
1228,Eric Litke,"""A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM (in Wisconsin), when they learned he was losing badly. This is unbelievable!""",Donald Trump,pants-fire
1229,Brandon Mulder,Says there’s “up to 75% reduction in opioid dosage for medical cannabis users.”,Lyle Larson,mostly-true
